CdStationMesureEauxSurface;LbStationMesureEauxSurface;CoordXStationMesureEauxSurface;CoordYStationMesureEauxSurface;NomEntiteHydrographique;TypeCEStationMesureEauxSurface
04160200;CANAL DU MIGNON À GREVE-SUR-MIGNON (LA);410851.176;6579380.6;le Mignon;
04160225;COURANCE à EPANNES;425493.024;6576645.27;la Courance;
04160235;LE FOSSE NEUF À PRIN-DEYRANCON;417496.7;6576243.99;le Fossé Neuf;
04160250;AUTISE à XAINTRAY;432982.5;6605511.99;l'Autise;
04160260;RAU DE LA MIOCHETTE à PAMPLIE;436105.9;6609111.99;le Miochette;
04160280;RAU SAUMORT À FENIOUX;429286.2;6613017.99;le Saumort;
04160290;AUTISE À SAINT-POMPAIN;423612.343;6600189.29;l'Autise;
04160300;AUTISE À SAINT-HILAIRE-DES-LOGES;419444.329;6602450.64;l'Autise;
04160340;JEUNE AUTISE À SAINT-PIERRE-LE-VIEUX;410975.069;6594385.92;l'Autise;
04160365;CANAL DE CURE à NUAILLE-D'AUNIS;396271.758;6577284.61;le Curé;
04160385;CANAL DU MARAIS SAUVAGE à MARANS;387388.148;6588643.05;canal du Marais Sauvage;
04160387;CANAL DE MOUILLEPIED à MARANS;387448.638;6588939.2;canal de Mouillepied;
04160390;CANAL DE LA BANCHE à SAINT-JEAN-DE-LIVERSAY;400636.17;6584975.62;;
04160395;CANAL DE LA BRUNE à MARANS;394517.156;6583488.19;canal de la Brune;
04160399;CANAL DE VILLEDOUX à SAINT-OUEN-D'AUNIS;387678.502;6577798.55;;
04160400;SEVRE NIORTAISE À MARANS;394503.5;6587519.99;la Sèvre Niortaise;
04160450;CANAL DE CEINTURE DES HOLLANDAIS à MOREILLES;388452.555;6601221.62;canal de la ceinture des Hollandais;
04160470;CANAL DE LA BANCHE à CHARRON;386825.048;6587692.9;;
04160471;CANAL DE LA BRUNE à CHARRON;386744.794;6587657.41;canal de la Brune;
04160472;CANAL DE LA BRIE à CHARRON;386704.017;6587637.11;canal de la Brie;
04160480;CANAL DE VILLEDOUX à VILLEDOUX;383862.593;6581765.15;canal de Villedoux;
04160481;CANAL DE LA CHAUDIERE à CHARRON;383977.917;6582539.1;;
04160482;PETIT CANAL ANDILLY à CHARRON;384198.508;6582389.42;;
04160500;SEVRE NIORTAISE à CHARRON;384296.417;6587631.27;la Sèvre Niortaise;
04161000;GERES à SURGERES;408739.0;6562209.99;La Gères;
04161096;CANAL DE CURE à ANAIS;400229.647;6571585.1;le Curé;
04161099;VIRSON à ANAIS;397470.153;6571751.41;le Virson;
04161110;CANAL PRINCIPAL à AYTRE;381773.92;6565320.42;;
04161470;R DE LA MOTTE D'YNE à FLEURIGNE;395360.248;6812793.46;Motte d'Yné;
04161475;* à CHAPELLE-JANSON (LA);394606.335;6811276.96;;
04161485;COUESNON à SELLE-EN-LUITRE (LA);394267.259;6809052.97;le Couesnon;
04161490;COUESNON à SELLE-EN-LUITRE (LA);392461.575;6810895.48;le Couesnon;
04161495;R DE LA MOTTE D'YNE à BEAUCE;392424.216;6811092.66;Motte d'Yné;
04161500;COUESNON à LA SELLE-EN-LUITRE;392207.099;6811333.99;le Couesnon;
04161510;RAU DE LA PICHONNAIS à BEAUCE;391591.833;6812443.6;;
04161542;RAU DE VAUGARNY à ROMAGNE;387186.072;6812000.01;;
04161545;COUESNON à JAVENE;387481.848;6811691.28;le Couesnon;
04161550;COUESNON à JAVENE;386766.282;6811138.01;le Couesnon;
04161560;NANCON À LANDEAN;391671.842;6822226.67;le Nançon;
04161565;RAU DU GUE AU RALE à LANDEAN;392209.775;6821203.7;;
04161570;NANCON À PARIGNE;390071.028;6819528.33;le Nançon;
04161572;MUEZ à LUITRE;389064.341;6807337.17;le Muez;
04161575;MUEZ à JAVENE;385385.911;6809578.86;le Muez;
04161580;RAU DE LA GRANDE RIVIERE à LAIGNELET;392714.883;6816727.2;;
04161590;RAU DE LA GRANDE RIVIERE à LANDEAN;389563.482;6817364.01;;
04161595;NANCON à LECOUSSE;389374.799;6816629.99;le Nançon;
04161597;NANCON À LECOUSSE;389318.216;6815890.51;le Nançon;
04161600;NANCON à FOUGERES;389093.128;6815327.89;le Nançon;
04161620;NANCON À FOUGERES;387909.632;6812036.49;le Nançon;
04161625;RAU DU MOULIN DE LA CHARRIERE à CHAPELLE-SAINT-AUBERT (LA);382618.073;6809560.05;le Moulin de la Charrière;
04161640;GENERAL OU RAU DU MOULIN DE TIZON à BILLE;383397.094;6806225.59;le Général;
04161650;COUESNON à VENDEL;380615.847;6808822.45;le Couesnon;
04161700;COUESNON à SAINT-MARC-SUR-COUESNON;378543.168;6807645.62;le Couesnon;
04161710;GENERAL OU RAU DU MOULIN DE TIZON à SAINT-JEAN-SUR-COUESNON;377624.299;6807548.99;le Général;
04161800;COUESNON à SAINT-MARC-SUR-COUESNON;375655.456;6808779.57;le Couesnon;
04161900;RAU D'EVERRE à SAINT-MARC-SUR-COUESNON;376508.241;6810696.73;l'Everre;
04161950;RAU D'EVERRE à SAINT-OUEN-DES-ALLEUX;373200.03;6810259.03;l'Everre;
04162000;COUESNON à MEZIERES-SUR-COUESNON;371649.399;6810697.99;le Couesnon;
04162058;COUARD à ROMAGNE;383347.063;6815819.54;le couard;
04162060;MINETTE à SAINT-GERMAIN-EN-COGLES;383311.36;6815867.19;la Minette;
04162065;* à SAINT-SAUVEUR-DES-LANDES;382016.021;6815853.96;;
04162070;* à SAINT-SAUVEUR-DES-LANDES;381933.411;6815782.89;aqueduc souterrain;
04162080;MINETTE à SAINT-SAUVEUR-DES-LANDES;380175.763;6815775.92;la Minette;
04162090;RAU DE VOCADIEU à SAINT-GERMAIN-EN-COGLES;381710.523;6818581.35;;
04162100;* à SAINT-ETIENNE-EN-COGLES;379270.366;6816957.47;aqueduc souterrain;
04162105;RAU DE VOCADIEU à SAINT-ETIENNE-EN-COGLES;379299.975;6816654.78;;
04162125;RAU DE HEURTELOUP à SAINT-SAUVEUR-DES-LANDES;378438.05;6815447.43;;
04162130;RAU DE FRENOUSE à BAILLE;377350.625;6815893.03;;
04162155;GRESLE à TIERCENT (LE);374110.336;6814768.3;;
04162157;MINETTE à BAILLE;374002.133;6814379.01;la Minette;
04162160;MINETTE à SAINT-HILAIRE-DES-LANDES;373658.801;6814444.35;la Minette;
04162165;RAU DES LANDES DE ST-HILAIRE à SAINT-OUEN-DES-ALLEUX;373639.05;6814267.83;;
04162170;RUISSEAU DE LA GRAVELLE à SAINT-MARC-LE-BLANC;373203.575;6815140.23;;
04162175;RUISSEAU DE LA CONTERIE à SAINT-MARC-LE-BLANC;372767.82;6815314.9;;
04162180;RAU DE VILLE À SAINT-CHRISTOPHE-DE-VALAINS;370958.862;6814348.38;;
04162200;MINETTE à SAINT-CHRISTOPHE-DE-VALAINS;370610.999;6814403.99;la Minette;
04162250;MINETTE à LE TIERCENT;370517.084;6814460.77;la Minette;
04162270;RAU DE RITORT à CHAUVIGNE;369221.374;6815926.15;;
04162290;RAU DES VALLEES D'HERVE à SENS-DE-BRETAGNE;366350.299;6816332.99;les Vallées d'Hervé;
04162300;COUESNON à ROMAZY;366688.099;6817149.99;le Couesnon;
04162500;R TAMOUT À BAZOUGES-LA-PEROUSE;364372.899;6822815.99;la Tamout;
04162520;TAMOUT à BAZOUGES-LA-PEROUSE;366236.399;6823431.99;la Tamout;
04162900;COUESNON à ANTRAIN;367837.018;6826444.01;le Couesnon;
04162906;DU BOULAY à CHATELLIER (LE);385234.68;6821690.89;;
04162907;RAU DE LA HUNAUDAIS à SAINT-GERMAIN-EN-COGLES;385082.254;6821311.67;;
04162908;LOISANCE OU RAU DE FRETAY à SAINT-GERMAIN-EN-COGLES;385067.547;6821763.96;la Loisance;
04162910;* à SAINT-GERMAIN-EN-COGLES;384561.221;6821819.5;;
04162911;* à SAINT-GERMAIN-EN-COGLES;385439.763;6819638.21;;
04162912;* à SAINT-GERMAIN-EN-COGLES;383994.911;6819460.61;;
04162913;RAU DU CHAMP TRAVERS à SAINT-GERMAIN-EN-COGLES;382918.799;6820779.24;;
04162914;* à SAINT-GERMAIN-EN-COGLES;384229.731;6819873.18;aqueduc souterrain;
04162915;RAU DE LA VALLEE à SAINT-GERMAIN-EN-COGLES;382427.327;6820992.44;;
04162916;* à SAINT-GERMAIN-EN-COGLES;384429.088;6819958.4;;
04162917;LOISANCE OU RAU DE FRETAY à SAINT-GERMAIN-EN-COGLES;383705.758;6820626.85;la Loisance;
04162920;LOISANCE À SAINT-GERMAIN-EN-COGLES;381389.701;6820025.43;la Loisance;
04162925;RAU DE LA SEVINAIS à SAINT-ETIENNE-EN-COGLES;379207.356;6821650.08;;
04162927;* à SAINT-BRICE-EN-COGLES;378020.331;6820502.34;;
04162930;LOISANCE à ANTRAIN;369560.149;6826320.1;la Loisance;
04162931;RAU DES ECHELLES à CHATELLIER (LE);384378.3;6823991.17;;
04162933;RAU DES ECHELLES à MONTOURS;383019.083;6823630.63;;
04162935;* à MONTOURS;382618.444;6824491.21;;
04162936;* à MONTOURS;382071.039;6824528.12;;
04162937;* à MONTOURS;382127.029;6823973.54;;
04162940;RAU DES ECHELLES à MONTOURS;381683.858;6823740.3;;
04162941;* à SELLE-EN-COGLES (LA);378232.802;6824484.02;;
04162943;RAU DES ECHELLES à COGLES;377166.464;6823576.59;;
04162944;LOISANCE OU RAU DE FRETAY à SAINT-BRICE-EN-COGLES;377068.613;6822622.26;la Loisance;
04162945;* à SAINT-BRICE-EN-COGLES;376032.694;6823211.23;;
04162950;RAU VENANT DU PRE DES DOUETAUX à TREMBLAY;371289.588;6821852.24;;
04162951;DOUETEL à TREMBLAY;371181.477;6821851.45;le Douétel;
04162952;DOUETEL à TREMBLAY;371145.713;6822453.66;le Douétel;
04162958;LOISANCE À SAINT-OUEN-LA-ROUERIE;372017.099;6823399.99;la Loisance;
04162990;LOISANCE À SAINT-OUEN-LA-ROUERIE;369548.025;6826420.98;la Loisance;
04162995;TRONÇON à ANTRAIN;369046.499;6829323.99;le Tronçon;
04163000;COUESNON À SOUGEAL (ANTRAIN);368375.799;6830649.99;le Couesnon;
04163025;GUERGE à SACEY;369888.978;6831062.24;le Guerge;
04163050;RAU DE LA CHENELAIS à PLEINE-FOUGERES;361591.999;6834187.99;la Chênelais;
04163100;RAU DE LA CHENELAIS à PONTORSON;366775.999;6835937.99;la Chênelais;
04163200;RAU DU SYNDICAT à BEAUVOIR;367563.299;6843293.99;le Marais;
04163250;POLDERS RIVE GAUCHE DU COUESNON à BEAUVOIR;367081.899;6843482.99;;
04163465;RAU DE LANDAL À EPINIAC;354848.899;6832940.99;le Landal;
04163470;GUYOULT à EPINIAC;353971.673;6835364.42;le Guyoult;
04163480;RAU DU GUILLOCHE À BAGUER-PICAN;354251.899;6838189.99;le Guilloche;
04163500;GUYOULT à MONT-DOL;347524.599;6841699.99;le Guyoult;
04163550;CARDEQUIN à VIVIER-SUR-MER;347925.142;6843423.6;biez de Cardequin;
04164005;BIEZ JEAN à PLERGUER;344215.799;6835162.99;le Biez Jean;
04164100;BIEZ JEAN à FRESNAIS (LA);341375.379;6843509.2;le Biez Jean;
04164150;CANAL DES ALLEMANDS à FRESNAIS (LA);341749.999;6844507.99;canal des allemands;
04164200;RAU DE L'ETANG DE STE-SUZANNE à SAINT-COULOMB;337987.599;6852448.58;ruisseau de l'étang de sainte-suzanne;
04164550;RANCE à SAINT-JACUT-DU-MENE;292638.513;6813147.97;la Rance;
04164575;RANCE à COLLINEE;292671.29;6813190.33;la Rance;
04164600;RANCE à COLLINEE;290771.729;6813496.41;la Rance;
04164610;MENE à COLLINEE;291415.152;6813126.93;;
04164620;RANCE à COLLINEE;290979.949;6813427.51;la Rance;
04164650;BAYOT à COLLINEE;291223.359;6813825.22;;
04164660;RANCE à SAINT-JACUT-DU-MENE;295142.169;6812264.71;la Rance;
04164662;* à SAINT-JACUT-DU-MENE;295098.859;6812052.06;;
04164666;RANCE à LANGOURLA;297793.938;6809072.86;la Rance;
04164667;* à SAINT-VRAN;297236.115;6808680.56;;
04164700;ROSETTE à SEVIGNAC;309004.861;6813574.05;la Rosette;
04164747;* à SAINT-ALBAN;292496.548;6841886.28;;
04164750;RANCE à MERILLAC;299227.96;6808255.34;la Rance;
04164758;RANCE à EREAC;304456.399;6807991.99;la Rance;
04164759;RAU DE LA PLANCONNAIS À EREAC;304861.784;6808455.4;;
04164760;RANCE à EREAC;304881.403;6808393.24;la Rance;
04164770;RANCE à LANRELAS;307810.383;6807737.15;la Rance;
04164772;NON TRACE BDC / BRAS RANCE à LANRELAS;308359.717;6807577.79;;
04164780;RANCE à PLUMAUGAT;314406.036;6806629.79;la Rance;
04164800;RANCE à SAINT-JOUAN-DE-L'ISLE;316727.622;6807387.77;la Rance;
04164810;RAU DU GUY RENAULT à QUEDILLAC;317903.276;6807905.38;le Guy Renault;
04164815;RANCE à SAINT-JOUAN-DE-L'ISLE;317839.044;6808510.16;;
04164825;MEU à TREMOREL;308692.855;6801731.98;le Meu;
04164850;RANCE à CAULNES;321023.899;6812709.99;la Rance;
04164870;FREMEUR à CAULNES;319792.999;6813713.99;le Frémeur;
04164875;NEAL OU RAU DU MOULIN DU BOUVET à LANDUJAN;328886.831;6805688.2;le Néal;
04164877;RAU DU MOULIN DU LOU à LANDUJAN;328373.051;6805837.88;;
04164889;FREMEUR à BROONS;314273.392;6812993.77;le Frémeur;
04164890;* à BROONS;314021.399;6813374.73;;
04164893;* à YVIGNAC-LA-TOUR;317396.871;6817301.06;;
04164895;RAU DE KERNEUF à YVIGNAC-LA-TOUR;316919.834;6817206.54;le Kerneuf;
04164897;FREMEUR à YVIGNAC-LA-TOUR;317077.534;6815940.28;le Frémeur;
04164900;RAU DE KERNEUF à YVIGNAC-LA-TOUR;317846.624;6816182.82;le Kerneuf;
04164903;* à YVIGNAC-LA-TOUR;318171.093;6815927.56;;
04164915;RAU DU MENHIL à CAULNES;318904.451;6813573.32;le Menhil;
04164920;* à CAULNES;320043.497;6814084.14;;
04164925;* à CAULNES;321063.767;6814127.96;;
04164930;RANCE à GUENROC;322326.391;6813081.47;la Rance;
04164946;* à MEDREAC;325626.198;6808673.51;;
04164947;RAU DE ST M'HERVON à MEDREAC;325777.549;6808577.11;;
04164950;NEAL à MEDREAC;326080.774;6808866.59;le Néal;
04164960;NEAL OU RAU DU MOULIN DU BOUVET à MEDREAC;325839.861;6811200.84;le Néal;
04164970;RANCE à PLOUASNE;325085.733;6813935.3;la Rance;
04165000;RANCE à PLOUASNE;325083.177;6813990.28;la Rance;
04165050;RANCE à GUENROC;325015.307;6814876.25;la Rance;
04165100;HAC à TREFUMEL;328835.899;6816938.99;le Hac;
04165200;RANCE à SAINT-ANDRE-DES-EAUX;330486.799;6820761.99;la Rance;
04165210;GUINEFORT à TRELIVAN;323074.583;6826439.91;le Guinefort;
04165215;* à TRELIVAN;321608.78;6825900.91;;
04165217;* à TRELIVAN;320684.669;6824407.7;;
04165218;* à BRUSVILY;321432.731;6824156.26;;
04165220;* à BOBITAL;322615.813;6825066.42;;
04165225;GUINEFORT à SAINT-ANDRE-DES-EAUX;328751.099;6820703.99;le Guinefort;
04165490;* à BRUSVILY;322525.457;6822553.77;;
04165493;* à BRUSVILY;322387.625;6821478.09;;
04165497;GUINEFORT à BRUSVILY;323305.561;6822230.86;le Guinefort;
04165500;GUINEFORT à HINGLE (LE);323586.395;6822238.92;le Guinefort;
04165600;GUINEFORT à BOBITAL;321835.034;6824939.48;le Guinefort;
04165700;LINON À LA CHAPELLE-AUX-FILTZMEENS;341727.199;6820746.99;le Linon;
04165800;CANAL D'ILLE ET RANCE à TREVERIEN;337731.199;6819881.99;;
04165890;RAU BRICE À LES CHAMPS-GERAUX;330720.199;6824427.99;le Brice;
04165905;RANCE à LEHON;327721.237;6827558.73;la Rance;
04165910;ARGENTEL À TADEN;328113.499;6830337.99;;
04166000;RANCE à DINAN;328269.331;6829719.99;la Rance;
04166050;RANCE à TADEN;330418.887;6831427.34;la Rance;
04166095;RANCE à SAINT-SAMSON-SUR-RANCE;330799.499;6832401.99;la Rance;
04166100;RANCE à DINAN;330701.878;6832968.11;la Rance;
04166220;FREMUR (DE LANCIEUX - PLOUBALAY) à TADEN;325767.507;6834181.38;le Frémur;
04166225;RAU DU PONT RAVIER à TADEN;326009.636;6834978.41;;
04166230;FREMUR (DE LANCIEUX - PLOUBALAY) à PLESLIN-TRIGAVOU;326668.742;6835652.19;le Frémur;
04166234;FREMUR (DE LANCIEUX - PLOUBALAY) à PLESLIN-TRIGAVOU;326471.621;6836836.08;le Frémur;
04166236;RU DE LA CLEMENCERIE A PLESLIN-TRIGAVOU;326039.326;6836931.71;;
04166238;* à PLESLIN-TRIGAVOU;326288.737;6837339.19;;
04166240;FREMUR (DE LANCIEUX - PLOUBALAY) à PLESLIN-TRIGAVOU;326193.037;6837420.44;le Frémur;
04166250;FREMUR DE LANCIEUX A PLESLIN-TRIVAGOU;325718.699;6839851.99;le Frémur;
04166265;FREMUR (DE LANCIEUX - PLOUBALAY) à PLESLIN-TRIGAVOU;326218.329;6837391.84;le Frémur;
04166280;FREMUR (DE LANCIEUX - PLOUBALAY) à TREMEREUC;325471.992;6841232.34;le Frémur;
04166287;FREMUR  A PLOUBALAY;324400.323;6842445.36;le Frémur;
04166290;FREMUR (DE LANCIEUX - PLOUBALAY) à PLOUBALAY;323804.336;6843024.69;;
04166300;FREMUR (DE LANCIEUX - PLOUBALAY) à PLEURTUIT;322427.946;6844397.23;le Frémur;
04166770;RAU DE MIRBEL à TREDIAS;312185.722;6818294.04;le Mirbel;
04166795;ROSETTE à TREDIAS;311700.501;6819992.85;la Rosette;
04166797;RAU DU PONT RENAULT à MEGRIT;311737.856;6820194.89;le Pont Renault;
04166800;ROSETTE à MEGRIT;311491.499;6820079.99;la Rosette;
04166850;ARGUENON à GOURAY (LE);294460.187;6817176.31;l'Arguenon;
04166865;ARGUENON à PLENEE-JUGON;296742.199;6818482.08;l'Arguenon;
04166875;RAU DE LA ROSAIE à DOLO;307300.792;6821290.27;la Rosaie;
04166880;RAU DE LA RIEULE à DOLO;306045.722;6821973.89;la Rieule;
04166885;RAU DE LA RIEULE à DOLO;306652.699;6822841.99;la Rieule;
04166890;* à PLENEE-JUGON;295934.241;6820265.48;;
04166900;ROSETTE à JUGON-LES-LACS;306547.169;6825212.92;la Rosette;
04166910;QUILOURY à PLENEE-JUGON;297535.866;6821232.21;;
04166912;* à PLENEE-JUGON;297678.829;6821348.76;;
04166945;ARGUENON à PLENEE-JUGON;301510.894;6821137.26;l'Arguenon;
04166950;QUILOURY à PLENEE-JUGON;301649.088;6821444.23;;
04167000;ARGUENON à JUGON-LES-LACS;305566.899;6824717.99;l'Arguenon;
04167010;ARGUENON à JUGON-LES-LACS;306187.95;6825968.51;l'Arguenon;
04167050;RAU DE L'ETANG DU GUILLIER À JUGON-LES-LACS;304782.499;6828618.99;l'Etang du Guillier;
04167070;* à PLOREC-SUR-ARGUENON;309193.417;6830806.74;;
04167090;* à PLEVEN;307075.306;6832813.1;;
04167095;* à PLEVEN;308460.15;6834867.87;;
04167099;ARGUENON à PLEVEN;308908.434;6834335.63;l'Arguenon;
04167100;ARGUENON à PLEVEN;308963.613;6834373.3;l'Arguenon;
04167101;ARGUENON à PLEVEN;308960.638;6834371.27;l'Arguenon;
04167200;RAU DE MONTAFILAN à CORSEUL;316571.374;6833423.98;le Montafilan;
04167240;RAU DE MONTAFILAN à CREHEN;315329.099;6839471.99;le Montafilan;
04167300;RAU DU GUEBRIAND à SAINT-CAST-LE-GUILDO;313740.68;6843301.37;le Guébriand;
04167301;RAU DU GUEBRIAND à SAINT-CAST-LE-GUILDO;313737.594;6843303.22;le Guébriand;
04167400;RAU DU PONT QUINTEUX à SAINT-CAST-LE-GUILDO;314279.871;6845152.94;;
04167420;RU DE MATIGNON à MATIGNON;310058.799;6848280.99;ru de matignon;
04167500;FREMUR à HENANBIHEN;302720.28;6843294.33;le Frémur;
04167520;FREMUR à HENANBIHEN;304356.867;6844861.12;le Frémur;
04167550;GUINGUENOUAL à HENANBIHEN;304482.239;6843796.69;le Guinguenoual;
04167600;FREMUR H A HENANBIHEN;305024.299;6846055.99;le Frémur;
04167650;FREMUR à PLEBOULLE;305652.337;6847461.82;le Frémur;
04167665;* à BOUILLIE (LA);297736.809;6844271.29;;
04167670;* à BOUILLIE (LA);298088.403;6845497.59;;
04167672;* à ERQUY;296722.069;6845500.68;;
04167674;RAU DE ISLET à BOUILLIE (LA);297514.343;6846089.87;l'Islet;
04167675;RAU DE ISLET à BOUILLIE (LA);297646.624;6846264.82;l'Islet;
04167680;RAU DE ISLET à BOUILLIE (LA);298463.397;6846661.79;l'Islet;
04167699;RAU DE ISLET à PLURIEN;300033.706;6849005.59;l'Islet;
04167700;RAU DE L'ISLET à ERQUY;300000.199;6849125.99;l'Islet;
04167702;RAU DE L'ISLET à ERQUY;300041.967;6848943.49;l'Islet;
04167705;* à PLURIEN;300763.314;6849304.29;;
04167710;RAU DE L'ISLET à ERQUY;300620.246;6849931.39;l'Islet;
04167720;* à ERQUY;297088.329;6849537.85;;
04167728;RAU DE LEHEN à PLURIEN;302329.863;6850409.74;le Léhen;
04167730;RAU DE LEHEN à PLURIEN;301756.314;6850939.98;le Léhen;
04167740;FLORA à SAINT-ALBAN;293983.051;6842828.67;la Flora;
04167745;* à SAINT-ALBAN;293143.626;6842256.5;;
04167748;FLORA à SAINT-ALBAN;292443.759;6841983.28;la Flora;
04167750;FLORA à SAINT-ALBAN;292167.399;6842137.99;la Flora;
04167755;FLORA à PLENEUF-VAL-ANDRE;291935.116;6843846.11;la Flora;
04167760;RAU DE NANTOIS à PLENEUF-VAL-ANDRE;292878.807;6847208.35;le Nantois;
04167765;* à PLENEUF-VAL-ANDRE;294889.444;6848128.45;;
04167768;FLORA à PLENEUF-VAL-ANDRE;290308.763;6845428.77;la Flora;
04167770;* à PLENEUF-VAL-ANDRE;289627.294;6844946.56;;
04167787;RAU DES COULEES à PLANGUENOUAL;287320.674;6841426.95;les Coulées;
04167790;RAU DES COULEES à PLANGUENOUAL;286720.184;6842460.97;les Coulées;
04167794;GOUESSANT à SAINT-GLEN;288998.045;6815459.9;le Gouessant;
04167796;GOUESSANT à SAINT-GLEN;289344.755;6816258.53;le Gouessant;
04167798;GOUESSANT à SAINT-GLEN;290044.447;6818276.82;le Gouessant;
04167799;* à TREBRY;289900.796;6818362.6;;
04167800;GOUESSANT à SAINT-TRIMOEL;290930.731;6822627.6;le Gouessant;
04167801;* à TREBRY;289350.329;6817039.12;;
04167802;* à TREBRY;289428.491;6817033.36;;
04167803;GOUESSANT à SAINT-GLEN;289718.105;6816780.16;le Gouessant;
04167804;GOUESSANT à SAINT-GLEN;289883.826;6817305.42;le Gouessant;
04167805;* à TREBRY;288212.871;6817519.14;;
04167808;* à TREBRY;289082.25;6818229.39;;
04167810;* à TREBRY;289941.854;6819473.61;;
04167811;* à TREBRY;289859.976;6819805.76;;
04167812;* à TREBRY;290291.479;6819962.54;;
04167813;GOUESSANT à TREBRY;290533.144;6819068.09;le Gouessant;
04167814;GOUESSANT à SAINT-GLEN;291026.323;6820470.35;le Gouessant;
04167815;GOUESSANT à SAINT-GLEN;290813.299;6820885.99;le Gouessant;
04167816;GOUESSANT à SAINT-GLEN;290963.2;6820048.72;;
04167817;* à TREBRY;290833.756;6820060.62;;
04167818;GOUESSANT à SAINT-GLEN;290849.11;6822055.17;le Gouessant;
04167833;GOUESSANT à SAINT-GLEN;291042.061;6822684.69;le Gouessant;
04167835;GOUESSANT à SAINT-TRIMOEL;291279.822;6823169.57;le Gouessant;
04167841;* à SAINT-GLEN;291908.233;6822260.82;;
04167843;* à SAINT-GLEN;291936.748;6822698.4;;
04167845;* à SAINT-GLEN;291803.019;6822942.4;;
04167847;* à SAINT-GLEN;291789.248;6823252.21;;
04167848;* à SAINT-GLEN;291784.467;6823283.42;;
04167849;* à SAINT-GLEN;291540.833;6823439.87;;
04167850;GOUESSANT à SAINT-GLEN;291436.132;6823722.7;le Gouessant;
04167851;GOUESSANT à SAINT-TRIMOEL;291324.6;6823949.0;le Gouessant;
04167853;GOUESSANT à PENGUILY;291291.114;6824115.9;le Gouessant;
04167855;EVRON à TREDANIEL;283595.899;6822013.99;l'Evron;
04167860;EVRON À QUESSOY;285420.933;6829445.87;l'Evron;
04167940;GOUESSANT à LAMBALLE;291671.987;6833909.22;le Gouessant;
04167990;CHIFROUET à LAMBALLE;292476.838;6833717.61;le Chifrouët;
04168000;GOUESSANT à LAMBALLE;291378.203;6834035.52;le Gouessant;
04168050;GOUESSANT à NOYAL;294388.999;6830804.99;le Gouessant;
04168060;GAST à NOYAL;295729.399;6830957.99;le Gast;
04168100;RAU DE LA TOUCHE à YFFINIAC;281842.702;6834808.44;la Touche;
04168105;RAU DE LA TOUCHE à YFFINIAC;280990.299;6836269.99;la Touche;
04168110;SAINT-RENE À HILLION;281298.997;6836413.87;le Cré;
04168135;TRUITE à COETMIEUX;288887.256;6834941.12;la Truite;
04168140;GOUESSANT à COETMIEUX;288846.099;6834992.99;le Gouessant;
04168150;* à SAINT-CARREUC;275309.475;6827183.04;;
04168151;URNE à SAINT-CARREUC;275158.085;6827188.73;l'Urne;
04168160;URNE à SAINT-CARREUC;274584.649;6828290.8;l'Urne;
04168170;* à PLEDRAN;274516.002;6829991.91;;
04168180;URNE à PLEDRAN;273338.199;6830112.78;l'Urne;
04168189;* à PLEDRAN;272996.333;6830970.09;;
04168190;* à PLEDRAN;273009.439;6830913.15;;
04168200;URNE à PLEDRAN;273576.625;6832098.3;l'Urne;
04168210;EVRON à COETMIEUX;286124.299;6835747.99;l'Evron;
04168215;RAU DE PISSARON à PLEDRAN;273015.196;6832648.06;le Pissaron;
04168220;RU DU GOURANTON à MORIEUX;286584.382;6837530.12;;
04168230;URNE à PLEDRAN;274383.954;6833107.94;l'Urne;
04168250;URNE à PLEDRAN;275129.031;6833957.55;l'Urne;
04168255;CREACH à PLEDRAN;275206.108;6834124.46;;
04168256;URNE à TREGUEUX;275580.567;6834122.19;l'Urne;
04168257;URNE à TREGUEUX;275673.554;6834224.78;l'Urne;
04168850;GOUET à SAINT-BIHY;259936.936;6826806.58;le Gouët;
04168852;BRONCE à VIEUX-BOURG (LE);260006.698;6826853.69;la Bronce;
04168990;GOUET à FOEIL (LE);261880.676;6826220.42;le Gouët;
04168995;RAU DU MOULIN DU BOIS à SAINT-BIHY;261176.653;6825882.91;le Moulin du Bois;
04168998;GOUET à SAINT-BRANDAN;262346.501;6826577.08;le Gouët;
04169000;GOUET à QUINTIN;262809.802;6827390.7;le Gouët;
04169100;RAU DE LA FONTAINE ST HUBERT à SAINT-BRANDAN;264058.126;6826653.0;la Fontaine St-Hubert;
04169200;* à FOEIL (LE);261641.299;6829455.83;;
04169280;* à QUINTIN;262400.626;6828477.69;;
04169290;* à QUINTIN;262955.822;6828521.86;;
04169300;NOE-SECHE à LE FOEIL;263258.331;6828649.66;;
04169305;* à QUINTIN;263446.309;6828738.67;;
04169308;* à QUINTIN;263591.257;6828698.04;;
04169310;GOUET à QUINTIN;263601.812;6828593.91;le Gouët;
04169390;RAU DU PAS à SAINT-BRANDAN;264898.499;6827365.99;le Pas;
04169400;RAU DU PAS à SAINT-BRANDAN;265471.827;6828335.33;le Pas;
04170000;GOUET à LE FOEIL;266600.056;6828715.12;le Gouët;
04170100;RAU DE SAINT GERMAIN à PLAINTEL;268094.778;6828945.49;le Germain;
04170450;GOUET à PLAINE-HAUTE;268717.02;6832087.77;le Gouët;
04170500;GOUET à SAINT-JULIEN;268937.106;6832115.97;le Gouët;
04170600;RAU DE MAUDOUVE à PLAINE-HAUTE;265086.288;6832098.4;la Mandouve;
