CdStationMesureEauxSurface;LbStationMesureEauxSurface;CoordXStationMesureEauxSurface;CoordYStationMesureEauxSurface;NomEntiteHydrographique;TypeCEStationMesureEauxSurface
04170700;MAUDOUVE à SAINT-DONAN;268094.899;6834579.99;la Mandouve;
04170990;RAU DE GOURGOU à SAINT-DONAN;268330.732;6837078.71;;
04171000;GOUET à LA MEAUGON;268687.916;6837005.85;le Gouët;
04171005;RAU DE LA SALLE à MEAUGON (LA);268872.561;6838435.14;la Salle;
04171010;GOUET à PLOUFRAGAN;270152.282;6840061.25;le Gouët;
04171011;GOUET à MEAUGON (LA);269826.137;6838538.6;le Gouët;
04171020;GOUET à PLERIN;270804.478;6841199.55;le Gouët;
04171021;IC à PLELO;262851.984;6841589.36;l'Ic;
04171030;IC à PLELO;263508.037;6842655.24;l'Ic;
04171035;IC à PLELO;264062.898;6843756.0;l'Ic;
04171036;IC à PLELO;264892.452;6846047.13;l'Ic;
04171037;IC à LANTIC;267868.198;6848302.06;l'Ic;
04171038;* à TREGOMEUR;267679.787;6847987.78;;
04171039;RAU DE RODO à PLELO;266360.513;6842094.41;le Rodo;
04171040;RAU DE RODO à TREGOMEUR;266502.401;6843336.78;le Rodo;
04171041;* à PLELO;266635.799;6843286.58;;
04171042;RAU DE RODO à TREGOMEUR;267382.062;6844437.65;le Rodo;
04171043;RAU DE RODO à TREGOMEUR;267475.347;6845503.1;le Rodo;
04171044;* à TREGOMEUR;267530.574;6845763.02;;
04171045;RAU DE RODO à TREGOMEUR;267817.124;6847870.93;le Rodo;
04171046;RUISSEAU LE RODO à PORDIC;267863.221;6848104.85;;
04171047;RAU DE CAMET à PORDIC;268609.632;6846051.66;le Camet;
04171048;RAU DE CAMET à PORDIC;268162.744;6848145.25;le Camet;
04171049;* à BINIC;268425.88;6849439.04;;
04171050;IC à BINIC;268853.399;6849405.99;l'Ic;
04171085;IC à PORDIC;269097.475;6849688.43;l'Ic;
04171100;IC à BINIC;269801.163;6849412.25;l'Ic;
04171110;* à BINIC;269886.325;6849118.33;;
04171120;IC à BINIC;270314.19;6849243.37;l'Ic;
04171150;GUE ESNARD À BINIC;270805.724;6848728.13;;
04171160;CORZIC à PLOUHA;267053.199;6857973.99;le Corzic;
04171180;QUINIC à PAIMPOL;255891.899;6869667.99;le Quinic;
04171300;LEFF à BOQUEHO;260601.995;6836779.7;le Leff;
04171305;R DE PITIE à BOQUEHO;259831.819;6836287.11;le Pitié;
04171307;RAU DU MOULIN KERNIER à PLOUVARA;260846.864;6838087.48;le Moulin Kernier;
04171310;LEFF à PLOUAGAT;260812.659;6840385.34;le Leff;
04171320;LEFF à PLOUAGAT;260266.501;6842567.3;le Leff;
04171322;* à PLOUAGAT;258887.678;6842437.8;;
04171323;* à PLOUAGAT;259490.948;6843575.48;;
04171325;LEFF à PLOUAGAT;259328.22;6844024.8;le Leff;
04171330;LEFF à PLOUAGAT;260614.464;6845336.13;le Leff;
04171364;LEFF à GOUDELIN;258958.733;6849816.81;;
04171365;LEFF à GOUDELIN;258977.979;6849894.33;le Leff;
04171366;PENZE à GUICLAN;186768.89;6847599.72;la Penzé;
04171380;LEFF à LANNEBERT;256662.172;6855412.71;le Leff;
04171381;RAU DU MOULIN DU VER à MERZER (LE);253278.025;6850523.65;;
04171383;GOAZEL à GOUDELIN;255491.532;6850298.42;le Goazel;
04171385;GOAZEL à GOMMENEC'H;256620.372;6853432.92;le Goazel;
04171395;GOAZEL à GOMMENEC'H;256332.768;6855020.63;le Goazel;
04171398;RAU DU ROZ à GOMMENEC'H;255772.393;6855754.88;le Roz;
04171399;LEFF à GOMMENEC'H;255775.285;6855908.44;le Leff;
04171400;LEFF à GOMMENEC'H;255844.826;6855856.91;le Leff;
04171402;RAU DE GOAZ MAB à GOMMENEC'H;255477.238;6856477.37;le Goaz Mab;
04171407;RAU DE POUL JAUDOUR à FAOUET (LE);254455.123;6860868.89;le Poul Jaudour;
04171410;RAU DE KERGUIDOUE à PLEGUIEN;261541.849;6854266.28;le Kerguidoué;
04171418;* à PLEHEDEL;257576.168;6858753.2;;
04171420;KERGUIDOUE à TREMEVEN;257060.99;6858761.87;le Kerguidoué;
04171430;RAU DE KERGUIDOUE à TREMEVEN;256553.91;6859868.62;le Kerguidoué;
04171440;LEFF à YVIAS;255137.553;6861538.95;le Leff;
04171450;LEFF à YVIAS;253844.599;6862266.99;le Leff;
04171500;LEFF à PLOURIVO;252615.319;6863577.18;le Leff;
04171530;TRIEUX à KERPERT;245718.055;6825882.09;le Trieux;
04171550;TRIEUX à KERPERT;245996.736;6827132.01;le Trieux;
04171555;TRIEUX à KERPERT;247489.635;6828088.25;le Trieux;
04171560;* à SAINT-GILLES-PLIGEAUX;248717.87;6828832.44;;
04171600;* à SAINT-GILDAS;254223.817;6830032.55;;
04171605;RAU DE LA VILLENEUVE à SAINT-CONNAN;253923.204;6830253.64;;
04171620;RAU DE LA VILLENEUVE à SENVEN-LEHART;252561.187;6830938.75;;
04171622;* à SAINT-CONNAN;252044.081;6830382.97;;
04171647;RAU DE LA VILLENEUVE à SENVEN-LEHART;250121.296;6831017.97;;
04171649;TRIEUX à PLESIDY;249852.518;6831166.67;le Trieux;
04171650;TRIEUX à SENVEN-LEHART;249911.104;6831325.62;le Trieux;
04171670;TRIEUX à PLESIDY;249649.899;6833109.99;le Trieux;
04171671;* à SAINT-GILDAS;255169.184;6832451.14;;
04171674;LE KERNEVEZ A SAINT-FIACRE;253360.458;6833253.46;;
04171675;LE QUELENNEC A SAINT-FIACRE;253347.272;6833177.88;;
04171677;* à SAINT-FIACRE;251520.803;6835361.89;;
04171680;* à SAINT-PEVER;251363.347;6835359.76;;
04171685;* à SAINT-FIACRE;250302.522;6834458.96;;
04171689;RAU DU TOULDU à BOURBRIAC;244749.292;6833851.68;;
04171690;RAU DE TOUL AN DOUR à BOURBRIAC;244862.026;6834022.42;le Toul an Dour;
04171692;RAU DE TOUL AN DOUR à BOURBRIAC;245305.113;6834157.88;le Toul an Dour;
04171695;RAU DU SULLE à BOURBRIAC;241944.168;6838242.49;;
04171697;RAU DU SULLE à SAINT-ADRIEN;246386.685;6838171.43;;
04171699;RAU DE TOUL AN DOUR à BOURBRIAC;247266.227;6836194.86;le Toul an Dour;
04171700;RAU DU SULLE à SAINT-ADRIEN;247253.978;6836412.89;;
04171710;RAU DU SULLE à PLESIDY;247818.999;6836264.99;;
04171749;RAU DU SULLE à SAINT-ADRIEN;248719.351;6837544.22;;
04171750;TRIEUX à SAINT-PEVER;248629.004;6837759.83;le Trieux;
04171751;RAU D'AVAUGOUR à LANRODEC;253589.986;6838527.28;l'Avaugour;
04171754;RAU D'AVAUGOUR à SAINT-PEVER;248541.722;6838572.16;l'Avaugour;
04171755;TRIEUX à SAINT-ADRIEN;248380.01;6838702.14;le Trieux;
04171759;* à PLOUMAGOAR;250214.146;6841331.62;;
04171760;* à PLOUMAGOAR;250261.405;6841275.48;;
04171765;* à PLOUMAGOAR;248688.586;6839735.97;;
04171775;RAU DE PONT-LOJOU à COADOUT;245982.396;6841051.61;;
04171800;RAU DU DOURDU à PONT-MELVEZ;238732.656;6840383.56;;
04171801;RAU DU BOIS DE LA ROCHE OU DE RONT AR HOR à BOURBRIAC;238842.397;6840312.65;le Bois de la Roche;
04171805;RAU DU DOUR MEUR à GURUNHUEL;239116.225;6841497.4;le Dour Meur;
04171807;RAU DU BOIS DE LA ROCHE OU DE RONT AR HOR à MOUSTERU;239723.576;6841586.15;le Bois de la Roche;
04171850;TRIEUX à PLOUMAGOAR;245606.199;6843847.36;le Trieux;
04171858;RAU DU BOIS DE LA ROCHE à GRACES;245199.726;6843380.9;le Bois de la Roche;
04171859;RAU DU BOIS DE LA ROCHE à GRACES;245210.724;6843390.89;le Bois de la Roche;
04171860;TRIEUX à GRACES;245350.927;6843793.46;le Trieux;
04171861;TRIEUX à GRACES;245351.111;6843792.49;le Trieux;
04171865;TRIEUX à GRACES;245661.175;6843856.97;le Trieux;
04171870;TRIEUX à GUINGAMP;246442.894;6845112.78;le Trieux;
04171900;TRIEUX à GUINGAMP;245971.59;6847332.33;le Trieux;
04172000;TRIEUX à PLOUISY;245710.245;6848560.5;le Trieux;
04172005;TRIEUX à PLOUISY;245705.754;6848595.55;le Trieux;
04172010;TRIEUX à PABU;245704.73;6848603.54;le Trieux;
04172015;TRIEUX à PLOUISY;247096.745;6850371.08;le Trieux;
04172020;FROUT à PABU;247580.092;6852052.77;le Frout;
04172030;TRIEUX à SQUIFFIEC;247949.299;6853929.99;le Trieux;
04172060;TRIEUX à PLOUEC-DU-TRIEUX;246947.199;6859835.99;le Trieux;
04172068;TRIEUX à SAINT-CLET;246800.231;6860699.97;le Trieux;
04172070;TRIEUX à SAINT-CLET;246520.126;6861058.05;le Trieux;
04172080;TRIEUX à PLOEZAL;247117.899;6862523.99;le Trieux;
04172090;TRIEUX à QUEMPER-GUEZENNEC;248433.548;6863158.26;le Trieux;
04172095;TRIEUX à PLOEZAL;248656.044;6863218.66;le Trieux;
04172100;BOUILLENNOU à PLEUBIAN;252002.199;6876301.99;le Bouillenou;
04172125;LEGUER à PLOUBEZRE;228082.042;6864995.5;le Léguer;
04172150;RAU DU MOULIN DE BIZIEN à HENGOAT;245027.428;6866398.74;le Moulin de Bizien;
04172175;RAU DU MOULIN DE BIZIEN à HENGOAT;245011.749;6868690.65;le Moulin de Bizien;
04172180;BIZIEN A POULDOURAN;244820.699;6869398.99;le Moulin de Bizien;
04172200;JAUDY à PEDERNEC;239040.907;6850220.82;le Jaudy;
04172250;JAUDY à SAINT-LAURENT;240131.972;6853455.65;le Jaudy;
04172300;JAUDY à BRELIDY;240731.288;6857453.08;le Jaudy;
04172301;JAUDY à COATASCORN;240726.302;6857446.08;le Jaudy;
04172360;RAU DU POULLOGUER à COATASCORN;240685.399;6860887.99;;
04172370;JAUDY à MANTALLOT;239155.424;6864279.52;le Jaudy;
04172380;JAUDY à ROCHE-DERRIEN (LA);239847.849;6867348.87;le Jaudy;
04172400;LEGUER à PONT-MELVEZ;232842.696;6837196.74;le Léguer;
04172450;LEGUER à PLOUGONVER;232944.392;6841977.8;le Léguer;
04172500;GUINDY à TONQUEDEC;230178.085;6862299.2;le Guindy;
04172565;* à LOUARGAT;230060.059;6845596.06;;
04172570;GUINDY à PLOUGUIEL;240967.199;6871901.99;le Guindy;
04172575;GUINDY à PLOUGUIEL;239815.368;6871678.61;le Guindy;
04172578;RAU DE LIZILDRY à PLOUGRESCANT;243897.356;6877151.25;le Lizildry;
04172580;LEGUER à BELLE-ISLE-EN-TERRE;229001.775;6845815.17;le Léguer;
04172595;GUIC à GUERLESQUIN;215993.159;6844959.63;le Guic;
04172600;GUIC à GUERLESQUIN;213956.867;6842882.16;le Guic;
04172605;GUIC à GUERLESQUIN;215279.351;6844306.81;le Guic;
04172607;GUIC à GUERLESQUIN;215896.211;6844834.5;le Guic;
04172610;GUIC à GUERLESQUIN;213780.771;6842761.98;le Guic;
04172620;GUIC à GRACES;216203.308;6845242.76;le Guic;
04172695;* à PLOUNERIN;219426.598;6848010.53;;
04172697;GUIC à LOGUIVY-PLOUGRAS;219499.791;6847799.58;le Guic;
04172700;GUIC à LOGUIVY-PLOUGRAS;219987.288;6847397.86;le Guic;
04172702;GUIC à PLOUNERIN;220502.471;6847460.66;le Guic;
04172704;ST EMILION à LOGUIVY-PLOUGRAS;222482.917;6845317.07;le St Emilion;
04172705;GUIC à LOGUIVY-PLOUGRAS;223130.086;6845417.94;le Guic;
04172800;RAU DE LAN SCALON à PLOUGONVER;225920.344;6839237.74;le Lan Scalon;
04172860;RAU DE LAN SCALON à PLOUGONVER;226292.119;6840601.55;le Lan Scalon;
04172865;RAU DE MILIN AR PRAT à LOGUIVY-PLOUGRAS;224975.999;6843655.85;le Milin ar Prat;
04172867;RAU DE LAN SCALON à LOC-ENVEL;226719.898;6843196.18;le Lan Scalon;
04172870;GUIC à PLOUNEVEZ-MOEDEC;226561.649;6843500.34;le Guic;
04172880;GUIC à PLOUNEVEZ-MOEDEC;227776.809;6843492.54;le Guic;
04172890;GUIC à BELLE-ISLE-EN-TERRE;228240.999;6846437.99;;
04172910;LEGUER à BELLE-ISLE-EN-TERRE;228343.887;6846643.94;le Léguer;
04172950;LEGUER à BELLE-ISLE-EN-TERRE;228491.295;6847697.07;le Léguer;
04172960;LEGUER à PLOUNEVEZ-MOEDEC;226896.098;6849338.39;le Léguer;
04172965;LEGUER à TREGROM;226102.526;6850695.56;le Léguer;
04172966;LEGUER à PLOUNEVEZ-MOEDEC;226080.793;6850184.66;le Léguer;
04172967;RAU DE ST ETHULIEN à PLOUARET;223764.903;6852790.44;le Saint Eturien;
04172968;LEGUER à PLOUNEVEZ-MOEDEC;226073.546;6850307.94;le Léguer;
04172970;LEGUER à VIEUX-MARCHE (LE);226201.053;6851316.25;le Léguer;
04172975;LEGUER à PLOUNEVEZ-MOEDEC;226103.914;6850716.42;le Léguer;
04172979;LEGUER à VIEUX-MARCHE (LE);226217.948;6851241.34;le Léguer;
04172980;LEGUER à VIEUX-MARCHE (LE);226201.389;6851314.31;le Léguer;
04172985;LEGUER à TONQUEDEC;228202.666;6860743.16;le Léguer;
04172990;GUINDY à BEGARD;233190.986;6853884.19;le Guindy;
04172992;RAU DE KERANFIOL à TREGROM;227659.359;6852920.43;le Frout;
04172995;LEGUER à TREGROM;227846.858;6853541.56;le Léguer;
04172996;RAU DE ST ETHULIEN à VIEUX-MARCHE (LE);226057.363;6853956.71;le Saint Eturien;
04173000;LEGUER à LE VIEUX-MARCHE;227869.6;6856482.49;le Léguer;
04173005;RAU DE KERLOUZEN à PLOUBEZRE;225002.405;6860630.38;le Kerlouzouen;
04173006;* à PLOUMILLIAU;224745.407;6860512.95;;
04173083;LEGUER à PLOUBEZRE;227181.108;6859342.23;le Léguer;
04173100;LEGUER à PLOUBEZRE;227782.499;6863099.99;le Léguer;
04173120;LEGUER à PLOUBEZRE;228161.997;6864784.1;le Léguer;
04173127;RAU DE PORZ AL LAN à PLOUMILLIAU;224227.511;6864493.13;le Porz al Lan;
04173130;RAU DE KERLOUZOUEN à PLOUBEZRE;224541.739;6865041.93;le Kerlouzouen;
04173140;LEGUER à LANNION;226978.243;6865842.56;le Léguer;
04173150;RAU DE KERLOUZEN à LANNION;225181.989;6866382.58;le Kerlouzouen;
04173160;KERDU A SAINT-MICHEL-EN-GREVE;217260.999;6862866.99;le Kerdu;
04173200;YAR à TREDUDER;215978.099;6858729.99;le Yar;
04173250;YAR à PLESTIN-LES-GREVES;216267.184;6860845.23;le Yar;
04173370;LEFF à TRESSIGNAUX;259010.807;6851738.01;le Leff;
04173390;RAU DE DOURDU à LOUANNEC;231313.399;6874806.99;le Dourdu;
04173399;RAU DE KERDUEL à PERROS-GUIREC;226916.973;6874657.2;le Kerduel;
04173400;RAU DE KERDUEL à PERROS-GUIREC;227177.706;6874496.29;le Kerduel;
04173405;KERGOMARD OU GRUGUIL à SAINT-QUAY-PERROS;227587.199;6873421.99;;
04173410;KERGOMARD à SAINT-QUAY-PERROS;227369.404;6874418.52;;
04173700;DOURDUFF à PLOUEGAT-GUERAND;208452.865;6853592.89;le Dourduff;
04173704;DOURDUFF à PLOUEGAT-GUERAND;207735.379;6854764.21;le Dourduff;
04173705;DOURON à PLOUEGAT-MOYSAN;210130.453;6849061.2;le Douron;
04173707;DOURON à LE PONTHOU;210217.833;6849196.58;le Douron;
04173710;DOURON à PONTHOU (LE);210824.761;6850461.76;le Douron;
04173712;QUILIDIEN à PLOUIGNEAU;205820.097;6853994.9;;
04173715;DOURDUFF à LANMEUR;205601.316;6855918.05;le Dourduff;
04173716;QUILIDIEN à PLOUIGNEAU;205464.13;6855649.62;;
04173720;DOURON (LE) à PLOUEGAT-GERRAND;209780.099;6859347.83;le Douron;
04173730;DOURDUFF à LANMEUR;204095.977;6855656.47;le Dourduff;
04173733;* à PLOUIGNEAU;202981.25;6855496.73;;
04173737;DOURDUFF à GARLAN;201644.799;6855577.99;le Dourduff;
04173738;DOURDUFF à PLOUEZOCH;199180.79;6857379.13;le Dourduff;
04173739;DOURDUFF À MORLAIX;198731.675;6858026.14;le Dourduff;
04173740;DOURDUFF à PLOUEZOCH;197690.829;6858386.49;le Dourduff;
04173741;* à PLOUEZOCH;200811.67;6856346.52;;
04173742;DOURDUFF à GARLAN;200816.176;6856163.12;le Dourduff;
04173743;* à GARLAN;199933.408;6856162.03;;
04173744;* à MORLAIX;199753.114;6855959.41;;
04173745;DOURDUFF À PLOUEZOC'H;199194.391;6857365.77;le Dourduff;
04173780;TROMORGANT OU RAU DE PLOUIGNEAU à LANNEANOU;206977.074;6842538.44;le Tromorgant;
04173790;JARLOT OU R DE MORLAIX à PLOUGONVEN;201236.658;6843532.39;le Jarlot;
04173795;TROMORGANT OU RAU DE PLOUIGNEAU à PLOUGONVEN;205916.577;6847415.05;le Tromorgant;
04173797;* à PLOUGONVEN;205376.024;6847200.7;;
04173800;* à PLOUGONVEN;204826.589;6844772.65;;
04173805;* à PLOUGONVEN;203450.64;6845242.5;;
04173810;* à PLOUGONVEN;202180.928;6846532.86;;
04173820;* à PLOUGONVEN;201199.674;6847533.95;;
04173821;JARLOT à PLOUGONVEN;201129.683;6847532.49;le Jarlot;
04173850;* à PLOUIGNEAU;204532.075;6849877.76;;
04173860;* à PLOUGONVEN;203929.217;6848402.55;;
04173865;* à PLOUGONVEN;203299.228;6848881.54;;
04173870;TROMORGANT OU RAU DE PLOUIGNEAU à PLOUIGNEAU;200970.486;6850594.65;le Tromorgant;
04173872;* à PLOUGONVEN;200919.407;6850584.31;;
04174000;JARLOT à PLOURIN-LES-MORLAIX;198914.832;6850647.56;le Jarlot;
04174100;TROMORGANT à PLOUGONVEN;199107.085;6851191.66;le Tromorgant;
04174105;JARLOT OU R DE MORLAIX à MORLAIX;198846.461;6851267.51;le Jarlot;
04174125;JARLOT À MORLAIX;198278.364;6851574.54;le Jarlot;
04174130;JARLOT à MORLAIX;198114.65;6851556.42;le Jarlot;
04174135;RIVIERE DE MORLAIX à MORLAIX;197477.14;6852313.07;le Jarlot;
04174150;PENZE à PLOUNEOUR-MENEZ;191157.191;6837147.32;la Penzé;
04174155;PENZE à PLOUNEOUR-MENEZ;189296.179;6836519.01;la Penzé;
04174180;* à PLOUNEOUR-MENEZ;187712.89;6837251.89;;
04174183;BOTHUAN à COMMANA;186842.704;6837825.09;;
04174185;PENZE à COMMANA;186666.438;6838255.09;la Penzé;
04174190;PENZE à LOC-EGUINER-SAINT-THEGONNEC;186182.838;6838556.19;la Penzé;
04174191;* à COMMANA;185906.948;6838149.21;;
04174192;PENZE à LOC-EGUINER-SAINT-THEGONNEC;185832.636;6838365.68;la Penzé;
04174204;* à COMMANA;184305.655;6838492.77;;
04174206;* à SAINT-SAUVEUR;184743.457;6839054.3;;
04174208;* à SAINT-SAUVEUR;185042.658;6839415.15;;
04174210;PENZE à SAINT-SAUVEUR;185231.194;6839576.78;la Penzé;
04174250;QUEFFLEUTH À SAINT-MARTIN-DES-CHAMPS;196217.399;6851371.99;le Queffleuth;
04174260;QUEFFLEUTH À MORLAIX;196602.634;6852213.46;le Queffleuth;
04174270;RIVIERE DE MORLAIX à MORLAIX;196159.006;6854392.44;le Jarlot;
04174285;PENNELE À SAINT-MARTIN-DES-CHAMPS;193874.244;6855668.01;la Pennélé;
04174290;RIVIERE DE MORLAIX à MORLAIX;194972.427;6856458.86;le Jarlot;
04174295;RIVIERE DE MORLAIX à PLOUEZOCH;195876.598;6858340.11;;
04174310;FROUT (LE) à CARANTEC;192793.171;6860285.69;;
04174325;COAT TOULZAC'H à PLOUNEOUR-MENEZ;188395.583;6839582.56;le Coat Toulzac'h;
04174335;PENZE à SAINT-SAUVEUR;185111.007;6840925.7;la Penzé;
04174340;PENZE à GUIMILIAU;185390.199;6841525.2;la Penzé;
04174342;* à SAINT-THEGONNEC;185618.798;6841555.84;;
04174345;* à SAINT-THEGONNEC;185536.353;6842256.23;;
04174350;PENZE à SAINT-THEGONNEC;184850.295;6843297.24;la Penzé;
04174355;* à PLEYBER-CHRIST;190155.134;6846992.18;;
04174356;COAT TOULZAC'H à PLEYBER-CHRIST;190032.768;6847062.14;le Coat Toulzac'h;
04174360;PENZE à SAINT-THEGONNEC;184958.907;6844599.82;la Penzé;
04174363;* à SAINT-THEGONNEC;186676.769;6847057.48;;
04174364;PENZE à GUICLAN;186648.54;6847367.29;la Penzé;
04174365;PENZE à SAINT-THEGONNEC;186970.371;6847774.47;la Penzé;
04174370;PENZE à GUICLAN;186852.321;6848739.9;la Penzé;
04174375;PENZE à GUICLAN;188243.396;6850046.31;la Penzé;
04174376;PENZE à GUICLAN;188375.346;6850236.52;la Penzé;
04174378;COAT TOULZAC'H à TAULE;189908.914;6853490.37;le Coat Toulzac'h;
04174379;PENZE à GUICLAN;189638.946;6853433.57;la Penzé;
04174380;PENZE à TAULE;190015.589;6854132.89;la Penzé;
04174387;* à PLOUENAN;188874.431;6855057.97;;
04174388;* à PLOUENAN;189067.177;6855151.28;;
04174390;PENZE à TAULE;189273.42;6855639.41;la Penzé;
04174433;EON OU RAU DE COSQUEROU à PLOUVORN;186036.271;6854549.58;l'Eon;
04174434;RAU DU GUERN à PLOUVORN;186336.12;6854584.32;le Guern;
04174436;EON OU RAU DE COSQUEROU à PLOUENAN;187216.59;6856541.01;l'Eon;
04174437;* à PLOUENAN;187140.772;6856815.55;;
04174438;EON OU RAU DE COSQUEROU à PLOUENAN;186740.299;6855692.99;l'Eon;
04174440;EON À PLOUENAN;187737.417;6857409.06;l'Eon;
04174443;* à TAULE;191260.103;6856671.31;;
04174445;* à TAULE;190799.996;6856743.89;;
04174450;* à HENVIC - HORS BD CARTO;188991.358;6857397.09;;
04174455;EON OU RAU DE COSQUEROU à PLOUENAN - HORS BD CARTO;188012.204;6857698.43;l'Eon;
04174460;PENZE à HENVIC;188531.082;6860746.46;la Penzé;
04174465;PENZE à CARANTEC;189102.979;6862394.35;la Penzé;
04174470;HORN à PLOUGOURVEST;179068.751;6852123.48;l'Horn;
04174475;HORN à PLOUVORN;182878.141;6851518.95;;
04174480;PENZE à TAULE;190015.589;6854132.89;la Penzé;
04174482;HORN à PLOUVORN;181754.208;6853468.45;;
04174484;HORN à PLOUVORN;182636.172;6853988.04;l'Horn;
04174485;HORN à PLOUVORN;182681.509;6853969.24;;
04174490;* à SAINT-POL-DE-LEON;187196.939;6863947.52;;
04174515;HORN à PLOUVORN;183397.037;6856008.71;l'Horn;
04174517;* à PLOUVORN;182834.223;6856279.85;;
04174520;HORN à MESPAUL;183548.499;6856759.99;l'Horn;
04174530;HORN à PLOUENAN;184038.054;6859147.8;l'Horn;
04174535;HORN à PLOUENAN;184321.507;6857797.37;l'Horn;
04174540;HORN à PLOUENAN;182930.036;6859274.9;l'Horn;
04174542;HORN à PLOUENAN;183377.517;6859344.97;l'Horn;
04174550;HORN à SAINT-POL-DE-LEON;183864.18;6864765.52;l'Horn;
04174660;GUILLEC à TREZILIDE;179071.999;6858429.99;le Guillec;
04174670;GUILLEC à PLOUGOULM;181210.899;6864089.99;le Guillec;
04174700;ABER VRAC'H OUEST à SAINT-THONAN;159051.137;6843782.39;;
04174705;* à PLOUEDERN;162365.871;6845202.91;;
04174708;ABER VRAC'H OUEST à SAINT-THONAN;158758.986;6844502.38;;
04174710;* à SAINT-THONAN;158285.154;6844570.55;;
04174720;* à PLOUDANIEL;162369.374;6845704.1;;
04174730;KERALLE à PLOUESCAT;171354.999;6862987.99;le Kerallé;
04174740;AR REST À PLOUNEVEZ-LOCHRIST;169553.299;6859961.99;le Ar Rest;
04174750;FLECHE (LA) à PLOUIDER;165002.932;6855181.7;la Flèche;
04174760;FLECHE à PLOUIDER;164439.299;6856359.99;la Flèche;
04174770;QUILLIMADEC à GUISSENY;158614.199;6860976.99;le Quillimadec;
04174780;ABER VRAC'H OUEST à SAINT-THONAN;158040.206;6845640.7;;
04174800;ABER VRAC'H OUEST à KERSAINT-PLABENNEC;157482.014;6846040.54;;
04174840;* à PLOUDANIEL;159512.71;6847252.05;;
04174844;* à PLOUDANIEL;159026.049;6847472.17;;
04174845;* à SAINT-THONAN;159001.343;6847415.04;;
04174847;* à PLOUDANIEL;161847.295;6847203.68;;
04174850;QUILLIMADEC à LESNEVEN;163011.852;6856543.1;le Quillimadec;
04174853;* à PLOUDANIEL;162030.408;6847808.2;;
04174857;* à PLOUDANIEL;161238.02;6848381.21;;
04174860;* à PLOUDANIEL;160511.032;6849540.75;;
04174900;ABER VRAC'H OUEST à PLOUDANIEL;157438.898;6849200.78;;
04174930;* à PLOUDANIEL;157566.03;6850287.22;;
04174935;ABER VRAC'H OUEST à DRENNEC (LE);157108.25;6850626.12;;
04174940;ABER WRAC'H à DRENNEC (LE);157250.964;6850967.81;;
04174942;ABER-VRAC'H à PLOUDANIEL;163332.478;6849506.1;l'Aber Vrac'h;
04174947;ABER-VRAC'H à PLOUDANIEL;161802.872;6851034.09;l'Aber Vrac'h;
04174950;ABER-VRAC'H à PLOUDANIEL;161172.182;6851639.27;l'Aber Vrac'h;
04174952;ABER-VRAC'H à PLOUDANIEL;160876.546;6852414.15;l'Aber Vrac'h;
04174965;* à FOLGOET (LE);159507.044;6853962.99;;
04174968;* à PLOUDANIEL;161366.771;6850235.69;;
04174970;* à PLOUDANIEL;160681.833;6850798.42;;
04174980;* à PLOUDANIEL;158834.771;6852880.22;;
04174990;* à FOLGOET (LE);158014.953;6853411.08;;
04174995;* à FOLGOET (LE);157428.264;6853548.64;;
04174997;ABER-VRAC'H à FOLGOET (LE);157578.485;6852942.88;l'Aber Vrac'h;
04175000;ABER WRAC'H à PLOUDANIEL;157303.27;6852894.11;l'Aber Vrac'h;
04175025;* à PLOUDANIEL;157680.648;6852203.02;;
04175048;ABER-VRAC'H à DRENNEC (LE);156609.502;6852603.42;l'Aber Vrac'h;
04175050;ABER VRAC'H OUEST à DRENNEC (LE);156512.899;6852601.92;;
04175100;ABER WRAC'H À LANARVILY;155410.599;6853249.99;l'Aber Vrac'h;
04175120;ABER-VRAC'H à LOC-BREVALAIRE;154657.184;6854135.58;l'Aber Vrac'h;
04175170;* à KERNILIS;154707.085;6856187.88;;
04175178;ABER-VRAC'H à PLOUVIEN;152759.743;6855217.96;l'Aber Vrac'h;
04175180;ABER WRAC'H à KERNILIS;152640.185;6855263.88;l'Aber Vrac'h;
04175190;ABER WRAC'H à KERNILIS;151910.899;6855511.99;l'Aber Vrac'h;
04175195;ABER WRAC'H à LANNILIS;147996.951;6857500.5;l'Aber Vrac'h;
04175200;ABER WRAC'H à PLOUVIEN;150989.366;6855940.43;l'Aber Vrac'h;
04175220;TRAON À PLOUGUERNEAU;146706.098;6859046.99;;
04175300;ABER WRAC'H à LANDEDA;145797.497;6859172.77;l'Aber Vrac'h;
